author,statement,source,date,label
Anthony Cave,"Says Sen. John McCain spent the July 4 weekend in Islamabad, Pakistan, selling ""F-16s and advanced weapons to the folks who harbored Osama bin Laden.""",Kelli Ward,"July 14, 2016",false
Miriam Valverde,"""(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic.""",Gary Johnson,"July 14, 2016",mostly-true
Joseph Cariz,"""Over the last six years, the state of Illinois spent about $320 million on illegal immigrants.""",Bill Mitchell,"July 14, 2016",true
Sean Gorman,"""A shocking 20 veterans are committing suicide each and every day, especially our older veterans.""",Donald Trump,"July 14, 2016",true
Joseph Cariz,"""90% of rural women and 55% of all women are illiterate"" in Morocco.",Snapchat,"July 14, 2016",false
Alan Gathright,Says GOP Senate nominee Darryl Glenn said he wants to see Ted Cruz appointed to the U.S. Supreme Court.,Michael Bennet,"July 13, 2016",true
Louis Jacobson,"""Independent analysts say (Donald Trump) would add $30 trillion to the national debt.""",Hillary Clinton,"July 13, 2016",half-true
C. Eugene,"African-Americans don't use drugs at a higher level than whites but ""wind up going to prison six times more.""",Van Jones,Jr. • July,mostly-true
Dan Clark,"Says ""220,000 New Yorkers would have immediately benefitted had President Obama’s executive action been affirmed. So almost a quarter million of our fellow New Yorkers who are hurting right now whose rights and opportunities were taken away by the Supreme Court.""",Bill de Blasio,"July 13, 2016",barely-true
Cassie Owens,"""Each [Corbett administration] budget finished in the black.""",Mike Turzai,"July 13, 2016",half-true
Matt Dietrich,"""We have lower family incomes in Illinois today than we had 17 years ago in Illinois ... because of the control of (House) Speaker (Michael) Madigan and his Democrats.""",Bruce Rauner,"July 13, 2016",half-true
Tom Kertscher,"Says Ron Johnson ""supported a plan to cut benefits and raise the retirement age"" for Social Security.",Democratic Party of Wisconsin,"July 13, 2016",barely-true
Riley Snyder,"""(Big banks) have invested over $300,000 in (Joe Heck), and Heck has sponsored $44 million dollars in tax breaks for banks.""",Senate Majority PAC,"July 12, 2016",barely-true
Adam Thorp,"""Condemning violence against the police and urging support for the police"" is ""markedly absent"" from President Barack Obama’s public remarks.",William Johnson,"July 12, 2016",pants-fire
Neelesh Moorthy,"In 2016, Dallas, Texas, has fewer ""police officer-related shootings than any large city in America.""",Mike Rawlings,"July 12, 2016",half-true
Allison Graves,"""The folks in Washington"" are ""already forcing you to buy government health care.""",Carlos Beruff,"July 12, 2016",barely-true
Chris Nichols,"California’s Proposition 63 would ""CRIMINALIZE the sharing of ammunition between friends who may be hunting or shooting together.""",Firearms Policy Coalition,"July 12, 2016",barely-true
Anthony Cave,"Says Hillary Clinton has been given tens of millions of dollars by countries that ""treat women horribly ... and countries that kill gays.""",Donald Trump,"July 11, 2016",half-true
Joshua Gillin,"Says he ""voted to remove Common Core from our schools.""",Ritch Workman,"July 11, 2016",barely-true
Sarah Hauer,"The United States is ""the oldest democracy"" in the world.",Paul Ryan,"July 11, 2016",true
Sean Gorman,"Says Donald Trump has ""bankrupt four separate businesses.""",Mark Warner,"July 11, 2016",mostly-true
Lauren Carroll,"The war on drugs led to ""a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.""",Cory Booker,"July 10, 2016",mostly-true
Jon Greenberg,"""There are approximately 18,000 (police) departments in the United States.""",Charles Ramsey,"July 10, 2016",mostly-true
Will Doran,"""We got the highest vote count in the history of the Republican Party.""",Donald Trump,"July 8, 2016",mostly-true
Will Doran,"Says Donald Trump ""wants to get rid of the federal minimum wage.""",Hillary Clinton,"July 8, 2016",true
Fauzeya Rahman,"Harris County, Texas has ""some of the highest jailing and incarceration rates in the U.S. and the world.""",Rodney Ellis,"July 8, 2016",mostly-true
Dan Clark,"""We’re losing as many people to heroin and opioid overdoses as we lost to the AIDS epidemic at its peak.""",Andrew Cuomo,"July 8, 2016",barely-true
Nadia Pflaum,"Says Donald Trump made a lot of money from outsourcing jobs thanks to NAFTA ""but never, ever raised his voice against it when Congress was considering it.""",Sherrod Brown,"July 8, 2016",barely-true
Anna Orso,"""Sanctuary cities such as Philadelphia refuse to cooperate with the federal government in locating suspected terrorists who are in their custody and are in the country illegally.""",Pat Toomey,"July 8, 2016",half-true
C. Eugene,"Says Attorney General Loretta Lynch ""was a member of Bill Clinton's defense team during the 1992 Whitewater corruption probe.""",Viral image,Jr. • July,pants-fire
Cara Lombardo,"""More people now die in Wisconsin from drug overdoses than car crashes.""",Brad Schimel,"July 8, 2016",true
Amy Sherman,"""Rather than work to secure the border, (Marco Rubio) supported Obama’s amnesty plan for illegal immigrants.""",Carlos Beruff,"July 8, 2016",barely-true
Alison Dirr,"""Right now, our corrections department charges taxpayers between $30,000 and $40,000 a year per person we lock up,"" she said. ""That’s actually cheap when you compare us to the rest of the country.""",Rebecca Kleefisch,"July 8, 2016",half-true
Louis Jacobson,"""You know what (Saddam Hussein) did well? He killed terrorists.""",Donald Trump,"July 7, 2016",barely-true
Jon Greenberg,"For 21 countries in Sub-Saharan Africa, ""we simply do not have data to say anything about trends in poverty.""",Morten Jerven,"July 7, 2016",mostly-true
Riley Snyder,"""Many Nevadans relied on Uber for work, but after accepting $70,000 from taxi companies, Catherine Cortez Masto went after Uber ... (driving) them out of town.""",Freedom Partners Action Fund,"July 7, 2016",barely-true
Allison Graves,"Says Patrick Murphy has ""taken more money from Wall Street than any other member of Congress other than the speaker and the majority leader.""",Alan Grayson,"July 7, 2016",mostly-true
Taylor Leighton,"""40% of Americans know someone who has been killed by a gun.""",Debbie Wasserman Schultz,"July 7, 2016",mostly-true
C. Eugene,"""Taxpayers are paying a fortune for the use of Air Force One on the campaign trail"" by President Barack Obama and Hillary Clinton.",Donald Trump,Jr. • July,mostly-true
Lauren Carroll,"Says she ""never received nor sent any material that was marked classified"" on her private email server while secretary of state.",Hillary Clinton,"July 6, 2016",false
Neelesh Moorthy,"Says Hillary Clinton ""savaged"" the dignity of people who accused Bill Clinton of sexual harassment or assault ""and shamed them.""",Rebuilding America Now,"July 6, 2016",barely-true
Jonathan Anderson,"Says Ron Johnson justifies his support of trade agreements by saying the U.S. has the Trade Adjustment Assistance program for displaced workers, but then he ""voted to eliminate it.""",Russ Feingold,"July 6, 2016",barely-true
Warren Fiske,"""The average time someone used to hold a share of stock back in the ’60s was eight years. Now, the average time is four months.""",Mark Warner,"July 6, 2016",mostly-true
Louis Jacobson,"""The steel industry is producing as much steel in the United States as it ever was. It’s just (that) it needs one-tenth of the workers that it used to.""",Barack Obama,"July 5, 2016",false
Alan Gathright,"Says ""while serving in the city council, Rachel Zenzinger voted to use tax dollars to take a taxpayer-funded junket to China.""",Colorado Citizens for Accountable Government,"July 5, 2016",pants-fire
Neelesh Moorthy,"""During my administration, for example, we boosted U.S. exports to Canada and Mexico by about 50 percent. That supports about 2.8 million American jobs.""",Barack Obama,"July 5, 2016",barely-true
Adam Thorp,"Says Donald Trump's position is ""to roll back all"" of the financial regulations passed after the financial crisis.",Elizabeth Warren,"July 5, 2016",mostly-true
Sean Gorman,"President Barack Obama attended  ""an Islamic madrassa.""",Pat Robertson,"July 5, 2016",barely-true
Jon Greenberg,"Says Hillary Clinton ""was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.""",Tom Cotton,"July 3, 2016",mostly-true
Will Doran,"Proposed NC law for body camera footage gives police ""broad authority to keep video footage secret – even from individuals who are filmed.""",ACLU of North Carolina,"July 1, 2016",true
Allison Graves,"""Google search spike suggests many people don’t know why they voted for Brexit.""",Daily Mail,"July 1, 2016",barely-true
Nadia Pflaum,"""Cincinnati is already one of the biggest cities in the country to run 100 percent on clean energy.""",Hillary Clinton,"July 1, 2016",half-true
Joseph Cariz,"""As Secretary of State, Hillary Clinton laundered money to Bill Clinton through Laureate Education, while Bill Clinton was an honorary chairman of the group.""",Donald Trump,"July 1, 2016",false
Adam Thorp,"Says Donald Trump’s proposed tax treatment of hedge fund managers ""makes the current loophole even worse.""",Hillary Clinton,"July 1, 2016",true
Tom Kertscher,"""If you're a terrorist you can't fly,"" but ""an assault weapon you can buy.""",Gwen Moore,"July 1, 2016",mostly-true
Dan Clark,"Says Donald Trump ""spent the least amount of money of any of the competitive primary contenders that he beat so badly.""",Michael Caputo,"July 1, 2016",mostly-true
Chris Nichols,"""When he served as governor, Schwarzenegger preserved more land than any other gubernatorial administration in California’s history.""",Bonnie Reiss,"July 1, 2016",mostly-true
Sarah Hauer,"The Orlando shooter used ""a weapon of war.""",Tammy Baldwin,"July 1, 2016",half-true
C. Eugene,"""During the (Benghazi) attack, a stand-down order was given, and our troops were told to change their clothes four times.""",Sean Hannity,Jr. • June,barely-true
Linda Qiu,"Says Hillary Clinton ""presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador.""",Michael Cohen,"June 30, 2016",pants-fire
Nick Reid,"Says Kelly Ayotte ""stands with the Washington gun lobby. They fund her campaigns.""",Americans for Responsible Solutions,"June 30, 2016",half-true
Linda Qiu,"Says Hillary Clinton’s State Department ""approved the transfer of 20 percent of America’s uranium holdings to Russia, while nine investors in the deal funneled $145 million to the Clinton Foundation.""",Donald Trump,"June 30, 2016",barely-true
Joshua Gillin,"David Jolly ""has used money and power to try to … drill off our beaches.""",Charlie Crist,"June 30, 2016",barely-true
Allison Graves,"""DUI arrests dropped significantly in Tampa once Uber began operating here.""",Dana Young,"June 29, 2016",half-true
Sean Gorman,"""If you are a member of  union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesn’t include benefits.""",Thomas Perez,"June 29, 2016",true
Anthony Cave,"Says Gov. Doug Ducey wants to use ""taxpayer dollars to increase the salaries of private prison guards.""",Arizona House Democrats,"June 29, 2016",mostly-true
Linda Qiu,"""As Bernie Sanders said, Hillary Clinton ‘voted for virtually every trade agreement that has cost the workers of this country millions, millions of jobs.’ """,Donald Trump,"June 29, 2016",half-true
Tom Kertscher,"""Doctors kill about 250,000 people a year in botched surgeries.""",David A. Clarke Jr.,"June 29, 2016",false
Jon Greenberg,"The House Zika bill ""limits access to birth control services needed to help curb the spread of the virus"" in Puerto Rico.",Bill Nelson,"June 28, 2016",half-true
